title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,source
宜蘭東澳灣｜海上泳池＋SUP・獨木舟,宜蘭東澳灣的最新玩法海上泳池，搭配經典的 SUP或獨木舟體驗，這個夏天讓我們盡情徜徉在大海的懷抱裡！,https://www.kkday.com/zh-tw/product/120037,2000,20220501,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00017', 'name': '宜蘭'}]}]","[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【高雄熱門打卡景點】大樹舊鐵橋、旗津彩虹教堂、果貿社區、棧貳庫一日包車,從高雄市區包車出發，前往有如香港的果貿市區、文藝氣息的駁二藝術特區、棧貳庫，或可選擇10小時的路線，探訪月世界如月球景象般淒涼，再至衛武營欣賞第一座大型彩繪壁畫社區，無須煩惱交通問題，一次將高雄熱門打卡景點收集完成！,https://www.kkday.com/zh-tw/product/21692,3341,20220310,4.67,6,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣台北 | FunMaker | 橡皮筋槍木作工藝手作體驗,獨一無二的創意木作工藝體驗，這裡的木製橡皮筋槍是我們獨特的設計，只有在Fun Maker才找得到。如果你也是橡皮槍的愛好者與收藏家，歡迎來手作一把你夢寐以求的木作玩具槍，溫潤的木頭質感與連續射擊的功能，絕對讓你大呼過癮。,https://www.kkday.com/zh-tw/product/39415,980,20220309,5,3,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
坪林美食．茶料理｜台灣新北｜坪感覺餐廳訂位,透過KKday即可輕鬆完成坪林美食-坪感覺餐廳訂位，茶山與飲食文化融入生活美學。憑KKday憑證還能享有以優惠價加購多樣茶品，讓你體驗滿滿的茶食饗宴！,https://www.kkday.com/zh-tw/product/20474,669,20220309,3,2,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台東 | 天使的眼淚  嘉明湖登山口 | 交通接駁車接送 | 台北 & 台中出發,立即預約嘉明湖登山口交通接駁車接送，台北/台中出發，不用煩惱交通規劃！搭乘接駁專車讓山友們輕鬆前往登山口，展開令人期待的百岳之旅。,https://www.kkday.com/zh-tw/product/123500,2000,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00018', 'name': '台東'}]",KKday
台南文化景點接送 | 鹿耳門聖母廟．四草綠色隧道．安平樹屋．夕遊出張所．藍晒圖文創園區 | 高雄出發,現在預訂台南文化體驗一日遊，暢遊鹿耳門聖母廟體驗文化歷史，四草綠色隧道感受絕美的台版亞馬遜河，安平樹屋欣賞都市裡的森林秘境，漫步安平老街巷弄裡的文化與美食，夕遊出張所找尋366色的繽紛生日鹽，藍晒圖文創園區逛逛文創特色小店 !,https://www.kkday.com/zh-tw/product/114154,4000,20220310,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00003', 'name': '台南'}]}]","[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台灣金門｜石蚵體驗 古寧頭一日遊｜採石蚵體驗、北山播音牆、安岐風獅爺｜飯店民宿接駁,現在預訂 KKday 金寧採蚵一日遊，跟著在地老蚵民一同踏上退潮的海灘採石蚵，再由專業司導帶領暢遊金寧著名景點——北山播音牆、古洋樓、安岐風獅爺等地，無需煩惱交通與行程安排，輕鬆玩轉金門！,https://www.kkday.com/zh-tw/product/19841,2100,20220311,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00020', 'name': '金門'}]}]","[{'id': 'A01-001-00020', 'name': '金門'}]",KKday
金門烈嶼高粱編織體驗 | 高粱掃帚 DIY,現在訂購金門高粱掃帚 DIY，體驗高粱手作的樂趣。在細心的講師指導下，不管是大人或是孩童都可以發現高粱編織課程的趣味。金門高粱最為人所知的用途就是釀酒，但除了拿來造酒或是食用以外，高粱在金門當地也經常被做成掃帚使用，取其散開狀的花穗，乾燥綁紮後當作掃帚。透過製作自己的手工掃帚，過程中養成細心與耐心，快跟著 KKday 一起參加這項適合全家大小的在地活動。,https://www.kkday.com/zh-tw/product/101832,250,20220310,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00020', 'name': '金門'}]}]","[{'id': 'A01-001-00020', 'name': '金門'}]",KKday
台灣澎湖｜三天二夜 PADI 初階開放水域(Open Water)潛水員課程,立即透過KKday預約潛水證照班，解鎖人生成就清單！考照費用包含完整教學、全套裝備 (備有200~1000度面鏡) 及教材、保險、基地使用，三天內輕鬆考取PADI Open Water Diver資格，之後便可憑證照至世界各地租借裝備、氣瓶或聘請潛導進行潛水觀光，開啟人生的海洋探索旅程！,https://www.kkday.com/zh-tw/product/115122,13000,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00019', 'name': '澎湖'}]}]","[{'id': 'A01-001-00019', 'name': '澎湖'}]",KKday
台灣基隆｜外木山 SUP,現在預訂 KKday 基隆外木山 SUP，來到距離台北僅 20 分鐘車程的美麗港口，學習划行 SUP、享受團體同樂，由專業教練帶您藉由 SUP 一起玩樂與趣味活動，非常適合三五好友或是家庭親子同樂！,https://www.kkday.com/zh-tw/product/101346,1600,20220501,4.75,4,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00026', 'name': '基隆'}]}]","[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票單程車票＆台灣南投｜武界 & 奧萬大 & 曲冰遺址一日遊,馬上訂高鐵單程車票 75 折優惠，搭配「台灣南投｜武界 & 奧萬大 & 曲冰遺址一日遊 ｜台中市區出發」，任選高鐵站出發！台灣南投武界奧萬大拼車一日遊，台中市區出發，一起探索雲海的故鄉－南投武界秘境，水溪穿流經過的高山谷深地形，搭配奧萬大最精彩的楓林美景，奧萬大擁有全國最大的天然楓香純林，每逢秋冬楓紅季節，深秋時光的火紅的楓樹林景色，深受遊客喜愛，每年亦吸引了許多旅人們爭相前往一睹精彩的大自然之美。,https://www.kkday.com/zh-tw/product/124543,1294,20220309,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣花蓮｜太魯閣文山綠水步道｜免費市區接送/免費租汽機車,現在透過KKday預訂花蓮太魯閣一日遊，花蓮市區免費接送，亦有提供 24h 免費租機車、汽車，讓您輕鬆省錢暢遊！一起前往探索太魯閣文山綠水步道，原始豐富的自然生態，沿途經過部落文化及日治時期遺址,https://www.kkday.com/zh-tw/product/101062,2499,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台灣花蓮｜親子踏溪＆荖溪瀑布野餐｜免費市區接送/免費租汽機車,現在透過KKday預訂花蓮踏溪野餐，花蓮市區免費接送，亦有提供 24h 免費租機車、汽車，讓您輕鬆省錢暢遊！輕鬆前往踏溪地點，沿途欣賞花東縱谷風情、享受溪邊野餐愜意，還驗親子交流、團隊互助樂趣,https://www.kkday.com/zh-tw/product/100888,1699,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台東東河｜都歷沙灘衝浪體驗,立即在KKday訂購台東衝浪體驗！來到台東都歷，是國際浪人口中的「東方夏威夷」，黑潮所帶來的能量讓東海岸的浪在冬季成為台灣最棒衝浪點，是個四季都適合衝浪的天堂。快趁著夏日把自己投身在湛藍太平洋吧！,https://www.kkday.com/zh-tw/product/100975,1800,20220601,5,2,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
台北福隆｜福隆古道水路 SUP 立槳體驗,想在秋冬划 SUP，不能錯過福隆！透過 KKday 訂購 SUP 體驗，在兼具景觀與安全性的福隆雙溪河玩立式槳板，由教練陪同指導，教你學習基本動作、技巧，輕鬆找到其中樂趣，夏季還可至福隆海水浴場欣賞沙雕季及海洋音樂祭！,https://www.kkday.com/zh-tw/product/22371,1600,20220309,5,15,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣花蓮｜天使溪秘境踏溪｜免費市區接送/免費租汽機車,現在透過KKday預訂花蓮天使溪秘境踏溪，花蓮市區免費接送，亦有提供 24h 免費租機車、汽車，讓您輕鬆省錢暢遊！全程走在滿布樹林峽谷中，最適合親子的親水活動從花蓮踏溪開始,https://www.kkday.com/zh-tw/product/35597,1599,20220309,4.17,6,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
南投兩天一夜｜郡大山主、北峰＆望鄉山＆野營、野炊｜台中高鐵站出發,"訂購 KKday 兩天一夜郡大山登山團，挑戰百岳中的入門款。郡大山為台灣排行第 61 的百岳，標高 3,263 公尺，屬於玉山山脈群峰。行程中，除了登頂郡大山主峰、北峰和望鄉山之外，更有高山烹飪、糧食規劃課程。",https://www.kkday.com/zh-tw/product/102964,5250,20220328,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣新北｜瑞芳深澳象鼻岩獨木舟、浮潛體驗｜水上活動推薦,現在預訂瑞芳深澳象鼻岩獨木舟體驗，探訪北海岸熱門景點！你一定看過位於東北角著名的象鼻岩景點，但這次你可以划著獨木舟穿越象鼻岩間的岩洞！由專業的教練帶著你划著獨木舟緩緩地在湛藍大海，探訪象鼻岩，以及步行難以到達的無人沙灘。,https://www.kkday.com/zh-tw/product/12300,1650,20220501,4.39,18,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00026', 'name': '基隆'}]}]","[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
2022春節走春｜台東縱谷龍田單車一日遊｜兩人成行｜台東出發,參加 KKday 一日行程，免去交通轉乘不便，一次走訪鹿野高台、卑南文化公園、卑南鄉千年夫妻樹、布農族部落，並帶您單車遊玩龍田村，給您滿滿回憶的深度東部行。,https://www.kkday.com/zh-tw/product/38861,1680,20220308,5,2,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
台東東海岸一日遊 | 三仙台&比西里岸部落&伽路蘭&富山護魚區 | 台東市區出發,東海岸台11線一日走訪熱門打卡景點，伽路蘭風景區、三仙台、阿美族民俗村旮亙音樂表演、富山護漁區、比西里岸部落、新東糖廠文化園區、市區民宿/火車站/機場多點接駁,https://www.kkday.com/zh-tw/product/39082,1888,20220308,5,21,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
【高鐵票 75 折優惠】高鐵國旅聯票來回車票＆嘉義二日遊｜水漾森林,現在訂購 KKday 高鐵來回乘車票 75 折優惠！搭配台中高鐵站出發的嘉義二日遊｜水漾森林聯票優惠，任選高鐵站出發！不必煩惱交通。兩天一夜的行程，將從南投杉林溪森林生態園區進入，探訪有著「落入凡間的仙境」美稱的水漾森林，並體驗登山野營、親近自然的樂趣。,https://www.kkday.com/zh-tw/product/118227,4160,20220323,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00014', 'name': '嘉義'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【用不同視角欣賞小琉球】海上獨木舟體驗,獨木舟是觀賞小琉球海岸的最佳方式，獨木舟基地將帶領你環繞 1/8 的小琉球，獨木舟隨海浪波盪，欣賞小琉球海岸之美及奇岩怪石，再加上蔚藍海水清澈見底，肉眼即可見到海龜悠游以及魚兒不時於海面上跳動的體驗。,https://www.kkday.com/zh-tw/product/21591,600,20220307,4.89,38,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00024', 'name': '小琉球'}]}]","[{'id': 'A01-001-00024', 'name': '小琉球'}]",KKday
【OTOP嚴選：九份第一家藝文茶樓】九份茶坊體驗台灣茶文化,九份第一家藝文茶樓的出現，不但引進茶樓文化，更引爆了「 上九份喝茶 」的休憩熱潮！百年老屋九份茶坊，呈現了老屋深厚的生命力，挑高的橫樑結構與天井，引進暖陽，多雨的九份，走進茶坊點一爐炭火，暖暖屋子各個的角落，啜飲一口好茶享受屬於九份的美景與片刻寧靜。,https://www.kkday.com/zh-tw/product/8189,620,20220310,4.45,31,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
【2022澎湖花火節】澎湖必吃｜古早味DIY 炸棗 ＆肪片龜,澎湖元宵節必備的白嫩嫩肪片龜以及澎湖人的紅色炸彈-炸棗 ！由澎湖在地一甲子餅舖第三代負責人親自教學，將傳統與創新結合，藉由手作傳統美食更進一步了解澎湖當地文化,https://www.kkday.com/zh-tw/product/101176,450,20220308,5,10,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00019', 'name': '澎湖'}]}]","[{'id': 'A01-001-00019', 'name': '澎湖'}]",KKday
台北經典景點｜故宮、101大樓、國父紀念館、華西街｜包車一日遊,特色台北景點，觀光客必到之地，一日走訪故宮博物院、台北 101 、華西街等，來過這些地方代表你來過台灣！,https://www.kkday.com/zh-tw/product/3556,3900,20220308,4.57,7,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台北瑞芳象鼻岩 SUP 立槳體驗,立即預訂深澳象鼻岩SUP體驗，贈送紀念照片實錄！專業教練隨旁指導與教學SUP（STAND UP PADDLE BOARD）立式單槳衝浪板、行程中解說導覽，前往人氣打卡景點象鼻岩，來場刺激有趣的水上之旅！,https://www.kkday.com/zh-tw/product/12352,1600,20220501,5,13,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【季節限定】新北福隆｜雙溪河風光獨木舟體驗,立即在 KKday 預定新北福隆雙溪河風光獨木舟體驗，帶你飽覽雙溪河岸風光！雙溪河是北部不可多得水質優良的河川，尚留存很多未水泥化的自然河道，本航程經過下游田寮洋附近洪泛區，划著船就可觀察到許多過境期的候鳥，最後抵福隆出海口，且可歷經多種不同水文(小激流、平潭、大海)，同時這一段河川在古時也是供應雙溪一帶內陸居民物資及交通的命脈，且讓我們用獨木舟重走這一段古貿易航道。,https://www.kkday.com/zh-tw/product/114001,1500,20220310,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣南投｜奧萬大賞楓、賞櫻共乘車 | 清境民宿出發接送,現在預訂奧萬大共乘車接送，從清境到奧萬大約 1 小時的車程，搭乘共乘車一同前往奧萬大欣賞四季不同風貌。春天賞櫻、夏天觀瀑、秋天賞月、冬天賞楓，氣候舒爽宜人，四季皆具風情。中部網美秘境,https://www.kkday.com/zh-tw/product/2308,750,20220308,4.27,49,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
台灣花蓮｜香蕉林道秘境越野機車｜一人保證成團,現在透過KKday預訂花蓮香蕉林道越野機車，跟著教練穿梭在大片香蕉林裡沿著林道蜿蜒而上，觀賞花東縱谷與太平洋，享受奔馳的快感。可加購花蓮市區接送，不必擔心交通問題！,https://www.kkday.com/zh-tw/product/121153,2099,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
【天燈之鄉品味平溪】台灣新北｜六扇門茶館：平溪茶＋茶點＋天燈套餐,六扇門茶館在走進大門之前，會發現門口古色古香的六扇門，恰好融合了平溪老街的復古元素。老闆將店內打造成古早味碗盤及平溪老照片的小型博物館，成為平溪老街上沏茶聊天的好去處。 窗外綠意盎然的景色、溪流，在平溪特有的自然氛圍中，緩下煩躁的心情，沉醉在古早味濃厚的六扇門。,https://www.kkday.com/zh-tw/product/20470,469,20220308,5,5,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00007', 'name': '平溪'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00007', 'name': '平溪'}]",KKday
【鶯歌老街玉石工藝DIY】台灣黑土玉石工坊－墨玉蛋面珠寶製作體驗,鶯歌老街必玩DIY，「台灣墨玉」是台灣東部的寶藏，具有眼見為黑、光照為透的特色。而玉石工藝真正令人驚豔的是從寶石上流下的光彩汗珠，在這裡你可以體會台灣工藝師對作品的執著與用心(因為你將比老師更執著)，親手完成具有玉意的作品，將自己賦予生命的作品代代相傳。愜意的空間只有你和他，玉石成為傳遞溫度的媒介，陪伴溫煦的時光。,https://www.kkday.com/zh-tw/product/28826,1680,20220307,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣花蓮｜芭崎觀景台&秀姑巒溪SUP｜免費市區接送/免費租汽機車,現在透過KKday預訂花蓮秀姑巒溪（長虹橋）SUP，包含花蓮市區免費接送，亦有提供 24h 免費租機車、汽車，讓您輕鬆省錢暢遊！一日之內體驗秀姑巒溪SUP立式划槳，走訪芭崎觀景台、新社梯田、石門海蝕洞、石梯坪風景區,https://www.kkday.com/zh-tw/product/100790,2199,20220309,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
高雄 her spa｜深層好眠腦疲勞放鬆體驗（男女皆可）,her spa 推出免更衣 、免沖澡、免趴躺 、男女適用的睡眠專門 SPA 深層好眠腦疲勞放鬆按摩。獨家槓桿式手技，從頭、臉 、頸、肩、肩甲 、胸上的穴道達到完全的放鬆並體驗到深層睡眠的快感。全程坐躺在極釋壓SPA御用椅將身體完全包覆，無重力、壓力與疲勞全然釋放。,https://www.kkday.com/zh-tw/product/39464,2400,20220308,5,3,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣綠島海景暢游｜綠島浮潛體驗、一對一潛水,綠島是座美麗的海島，同時也擁有著豐富的海洋資源。為了綠島海底生態的永續經營，選擇友善的方式浮潛、潛水，帶您揭開世界級的海底風景，欣賞熱帶魚、珊瑚在海底的姿態。立即在 KKday 預訂，進入湛藍美麗的海底世界。,https://www.kkday.com/zh-tw/product/100253,500,20220311,5,2,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00023', 'name': '綠島'}, {'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00023', 'name': '綠島'}, {'id': 'A01-001-00018', 'name': '台東'}]",KKday
台灣南投 | 日月潭 SUP 體驗 | 免費活動攝影,現在預訂日月潭SUP體驗，美麗的日月潭月牙灣，正適合親子、情侶同遊或三五好友一起乘著SUP，悠哉地划著槳欣賞河畔風光，享受那平緩湖面與微風吹拂的優閒氛圍；這裡美不勝收的湖光景色，讓此趟的SUP達到前所未有的放鬆，與大自然相融一體的感覺相當舒服，相信只有親身經歷，才能領略其中的舒暢！趕快安排假期，來一趟日月潭的湖畔漫遊SUP吧！,https://www.kkday.com/zh-tw/product/125429,1680,20220311,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
墾丁旅遊&住宿｜墾丁體驗潛水,立即透過KKday預約體驗潛水！不會游泳，沒有證照也能欣賞墾丁壯觀的水下生態 🐠  享受無重力的翱翔感、悠游於繽紛的梭魚、珊瑚及熱帶魚之中、體驗深藍世界魅力,https://www.kkday.com/zh-tw/product/104426,2500,20220310,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00016', 'name': '墾丁'}]}]","[{'id': 'A01-001-00016', 'name': '墾丁'}]",KKday
高雄｜世界最高坐佛・高雄佛光山朝聖・旗山老街｜包車一日遊,高雄必遊景點 - 佛光聖地：全台最大的佛像、還有超好玩的4D電影，欣賞電影還能了解佛陀的中心思想！順便到旗山老街品嚐道地美食小吃，等你來親自認證，南部網美景點！,https://www.kkday.com/zh-tw/product/3852,3200,20220308,4.54,13,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣花蓮｜象鼻隧道攀岩,現在預訂 KKday 花蓮象鼻隧道攀岩體驗，跟著專業攀岩教練一起前往舊蘇花公路尋找酷似象鼻的象鼻隧道。穿戴安全裝備後，一起互助上攀、垂降清水斷崖，挑戰自我極限的同時，享受壯麗海景環繞的美好。喜愛冒險、戶外運動的你，千萬不要錯過！,https://www.kkday.com/zh-tw/product/114304,1984,20220322,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
2022櫻花季｜阿里山＆溪州公園＆蘭潭風景區二日遊｜台北＆中壢＆新竹出發,搶先預訂 2022 阿里山賞櫻 2 日遊，專業中文導覽，帶你從台北＆中壢＆新竹出發！三月春暖花開，阿里山的櫻花正盛。到阿里山賞櫻放鬆身心，也能到臨近的觸口遊客中心賞桃紅色的花旗木。此外，賞花行程也將到彰化小墨爾本之稱的費茲洛公園 (費茲洛公園)欣賞彰化縣在地特有花卉與苗木，嘉義八景之一的月影潭心－蘭潭賞鳥，以及雲林在地小吃名攤匯集而成的斗六吆鬼街吃美食，打卡拍照！,https://www.kkday.com/zh-tw/product/115619,2499,20220314,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00014', 'name': '嘉義'}]}]","[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
高雄 her spa｜100% 日式毛孔潔淨保養體驗（男女皆可）,獨具特色引進 100% 日式毛孔潔淨專門保養課程，不分性別皆可體驗，讓前來 her spa 的客人不到一小時就能容光煥發。依照男性、女性不同膚質進行不同療程與保養，讓肌膚感覺更光滑、白皙，毛孔也會比較通透，拍照不需要開美肌就自然擁有。,https://www.kkday.com/zh-tw/product/39468,2000,20220308,5,1,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣南投｜溫泉一日遊｜ 東埔溫泉 &  落羽松& 東埔吊橋 & 彩虹瀑布 | 台中市區出發,立即訂購南投溫泉一日遊，台中市區出發，前往台中落羽松秘境森林，風景優美的自然空間，浪漫的水上棧道吸引了許多前來朝聖的旅人。接下來拜訪的是東埔老街，這裡是知名的溫泉山村，在此有許多不可錯過的經典景點，像是外觀與豎琴相似的東埔吊橋，為目前全國最長的吊橋，亦有豎琴吊橋之美名，另外藏身於綠樹中的彩虹吊橋，沿著小路前進，途經翠綠的山林小徑，發現彩虹瀑布就在眼前，大自然的美好洗滌了心靈。午後在溫泉飯店林立的東埔老街，享受身心舒暢的泡湯之旅，東埔的溫泉水屬於弱鹼性碳酸泉，水質清澈，非常適合秋冬時節享受一番。現在就預定一趟舒適的的溫泉之旅吧。,https://www.kkday.com/zh-tw/product/104602,1200,20220308,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00012', 'name': '南投'}, {'id': 'A01-001-00002', 'name': '台中'}]}]","[{'id': 'A01-001-00012', 'name': '南投'}, {'id': 'A01-001-00002', 'name': '台中'}]",KKday
台灣新北｜野柳駱駝峰秘境 SUP,現在預訂 KKday 野柳駱駝峰秘境 SUP，學習划行 SUP、欣賞海岸美景一次滿足。專業教練隨旁指導，初學者也可以上手！快來跟著我們一起划著 SUP ，在海上欣賞女王頭對面的海岸更美麗的駱駝峰吧！,https://www.kkday.com/zh-tw/product/100705,1600,20220501,4.33,3,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【線上優惠75折】台灣高雄｜彪琥台灣鞋故事館｜門票・DIY 體驗,來到彪琥台灣鞋故事館，認識彪琥如何讓製鞋業從傳產業轉化為百年工藝，如何與數位科技結合做出一雙雙有感情有溫度有故事的鞋，並結合人因生物力學足部健診，學會如何穿出健康生活。,https://www.kkday.com/zh-tw/product/116741,150,20220309,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣北海岸｜暢遊北海岸、野柳、淡水美景一日遊,來到北海岸可以欣賞野柳地質多變的地形地貌，感受大自然的神奇力量，還有沿海淡水老街風貌，來一趟北海岸，離開都市的喧囂，走入沿海的美麗景緻吧！,https://www.kkday.com/zh-tw/product/19,1200,20220308,4.43,14,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
